"id","word","normalized_word","cefr_level","pos","pos_vi","phonetic","risk_score","flags","sense_count","meaning_length","primary_meaning_vi","meaning_vi","example_en","example_vi"
"24866","credit","credit","A2","noun","ngoại động từ","/'kredit/","5","POS_MISMATCH | MANY_SENSES","15","281","sự tin","sự tin, lòng tin; danh tiếng; danh vọng, uy tín; nguồn vẻ vang; sự vẻ vang; thế lực, ảnh hưởng; công trạng; sự cho nợ, sự cho chịu; tiền gửi ngân hàng; bên có; ghi vào bên có của ai (một món tiền...); công nhận ai có (công trạng, đức tính gì); tin; công nhận, cho là; vào sổ bên có","He arrived five minutes late, but to his credit he did work an extra ten minutes at the end of his shift.",""
"24504","matter","matter","A1","noun","nội động từ","/'mætə/","5","POS_MISMATCH | MANY_SENSES","10","281","chất","chất, vật chất; đề, chủ đề, nội dung; vật, vật phẩm; việc, chuyện, điều, sự kiện, vấn đề; việc quan trọng, chuyện quan trọng; số ước lượng, khoảng độ (thời gian, không gian, số lượng...); lý do, nguyên nhân, cớ, lẽ, cơ hội; mủ; có ý nghĩa, có tính chất quan trọng; mưng mủ, chảy mủ","What's the matter?; state matters",""
"26787","damn","damn","B2","adjective","nội động từ","/dæm/","5","POS_MISMATCH | MANY_SENSES","12","279","lời nguyền rủa","lời nguyền rủa, lời chửi rủa; chút, tí, ít; care; chẳng đáng nửa đồng, chẳng đáng một trinh; chê trách, chỉ trích; kết tội; chê, la ó (một vở kịch); làm hại, làn nguy hại; làm thất bại; đày địa ngục, bắt chịu hình phạt đời đời, đoạ đày; nguyền rủa, chửi rủa; nguyền rủa, chửi rủa","He said a few damns and left.",""
"25007","fashion","fashion","A2","noun","ngoại động từ","/'fæʃn/","5","POS_MISMATCH | MANY_SENSES","13","279","kiểu cách","kiểu cách; hình dáng; mốt, thời trang; ;(đùa cợt) tập tục phong lưu đài các; tàm tạm, tạm được; theo ý mình, theo cách của mình; những người sang, những người lịch sự; người nổi tiếng đương thời; vật nổi tiếng đương thời; tại thành, cấu thành; nặn, rập theo khuôn; tạo thành hình","Check out the latest in fashion.",""
"24945","earth","earth","A2","noun","nội động từ","/ə:θ/","5","POS_MISMATCH | MANY_SENSES","12","278","đất","đất, đất liền, mặt đất (đối lại với trời); quả đất; đất; hang (cáo, chồn...); trần gian, cõi tục (đối với thiên đường, địa ngục); thôi mơ tưởng mà trở về thực tế; move; vun (cây); lấp đất (hạt giống); đuổi (cáo...) vào hang; chạy vào hang (cáo...); điện đặt dây đất, nối với đất","This is good earth for growing potatoes.",""
"26251","grill","grill","B1","noun","nội động từ","/gril/","5","POS_MISMATCH | MANY_SENSES","11","277","grille","grille; vỉ (nướng chả); món thịt nướng, chả; hiệu chả cá, quán chả nướng; phòng ăn thịt nướng (ở quán ăn) ((cũng) grill room); nướng, thiêu đốt (mặt trời); hành hạ, tra tấn (bằng lửa, phơi nắng...); tra hỏi; bị nướng; bị thiêu đốt; bị hành hạ (tra tấn) (bằng lửa, phơi nắng...)","I put some peppers and mushrooms on the grill to go with dinner.",""
"24481","list","list","A1","noun","động từ","/list/","5","POS_MISMATCH | MANY_SENSES","14","277","trạng thái nghiêng","trạng thái nghiêng; mặt nghiêng; mép vải; dải; mép vải nhét khe cửa; hàng rào bao quanh trường đấu; trường đấu, vũ đài; danh sách, sổ, bản kê khai; danh sách sĩ quan có thể được gọi nhập ngũ; viềm, diềm bằng vải; nhét mép vải (vào khe cửa); ghi vào danh sách; thích, muốn; nghe","to list a door",""
"24869","crisp","crisp","A2","noun","nội động từ","/krips/","5","POS_MISMATCH | MANY_SENSES","13","276","giòn","giòn; quả quyết, mạnh mẽ; sinh động, hoạt bát; quăn tít, xoăn tít; mát, làm sảng khoái; làm khoẻ người (không khí); diêm dúa, bảnh bao; làm giòn, rán giòn (khoai...); uốn quăn tít (tóc); làm nhăn nheo, làm nhăn (vải); giòn (khoai rán...); xoăn tít (tóc); nhăn nheo, nhàu (vải)","to crisp bacon by frying it",""
"25212","local","local","A2","adjective","danh từ","/'loukəl/","5","POS_MISMATCH | MANY_SENSES","12","276","địa phương","địa phương; bộ phận, cục bộ; (thuộc) quỹ tích; người dân địa phương; người làm nghề tự do ở địa phương; người giảng đạo ở địa phương; tin tức địa phương; xe lửa địa phương; tem địa phương; đội thể thao (bóng đá, bóng chuyền...) địa phương; kỳ thi địa phương; trụ sở, công quán","It's easy to tell the locals from the tourists.",""
"25857","dazzle","dazzle","B1","noun","ngoại động từ","/'dæzl/","5","POS_MISMATCH | MANY_SENSES","6","274","sự loá mắt","sự loá mắt, sự chói mắt, sự hoa mắt, sự quáng mắt ((nghĩa đen) & (nghĩa bóng)); ánh sáng chói; thuật sơn nguỵ trang một chiếc tàu); làm loá mắt, làm chói mắt, làm hoa mắt, làm quáng mắt ((nghĩa đen) & (nghĩa bóng)); làm sững sờ, làm kinh ngạc; sơn nguỵ trang (một chiếc tàu)","Dazzled by the headlights of the lorry, the deer stopped in the middle of the street.",""
"25022","film","film","A2","noun","nội động từ","/film/","5","POS_MISMATCH | MANY_SENSES","12","273","màng","màng; mảng thuốc (trên phim ảnh, trên giấy ảnh...); phim, phim ảnh, phim xi nê; buổi chiếu bóng; vảy cá (mắt); màn sương mỏng; sợi nhỏ, tơ nhỏ (của mạng nhện); phủ một lớp màng, che bằng một lớp màng; che đi, làm mờ đi; quay thành phim; bị che đi, bị mờ đi; quay thành phim","a clear plastic film for wrapping food",""
"24595","paint","paint","A1","noun","nội động từ","/peint/","5","POS_MISMATCH | MANY_SENSES","15","270","sơn","sơn; thuốc màu; phấn (bôi má); đẹp như vẽ; sơn, quét sơn; vẽ, tô vẽ, mô tả; đánh phấn; vẽ tranh; thoa phấn; ghi bằng sơn; sơn phủ lên, lấy sơn quét lấp đi; vẽ màu tươi, vẽ màu sáng; (nghĩa bóng) tô hồng (sự việc gì); mặc thêm là lượt cho phò mã (làm một việc thừa); town","The Nimrods are strong on the outside, but not very good in the paint.",""
"26986","endorse","endorse","B2","verb","ngoại động từ","/in'dɔ:s/ (indorse) /in'dɔ:s/","5","MANY_SENSES | NOISY_PRIMARY_MEANING | MISSING_EXAMPLE","8","267","chứng thực đằng sau (séc...)","chứng thực đằng sau (séc...); viết đằng sau, ghi đằng sau (một văn kiện); xác nhận; tán thành (lời nói, ý kiến...); (thông tục) xác nhận chất lượng được quảng cáo (của món hàng...); chuyển nhượng (hối phiếu...); bằng lái xe bị ghi (vì vi phạm luật lệ); môn bài bị ghi","",""
"24100","bottle","bottle","A1","noun","ngoại động từ","/'bɔtl/","5","POS_MISMATCH | MANY_SENSES","15","264","chai","chai, lọ; bầu sữa (cho trẻ em bú) ((cũng) feeding); rượu; thói uống rượu; chất độc, nọc độc; biết ai từ thuở còn thơ; đóng chai; bắt được quả tang; rót vào chai; đổ vào chai; giữ, kiềm chế, nén; giam chân; bó rơm, bó rạ, bó cỏ khô; needle; bó (rơm, rạ...) thành bó","Beer is often sold in bottles.",""
"26881","disorder","disorder","B2","noun","ngoại động từ","/dis'ɔ:də/","5","POS_MISMATCH | MANY_SENSES","6","264","sự mất trật tự","sự mất trật tự, sự bừa bãi, sự lộn xộn; sự hỗn loạn, sự rối loạn, sự náo loạn; sự khó ở, sự rối loạn (một chức năng của cơ thể); làm mất trật tự, làm bừa bãi, làm lộn xộn; làm hỗn loạn, làm rối loạn, làm náo loạn; làm khó ở, làm rối loạn (một chức năng của cơ thể)","After playing the children left the room in disorder.",""
"26240","graduate","graduate","B1","noun","nội động từ","/'grædjut/","5","POS_MISMATCH | MANY_SENSES","12","262","grad","grad; cốc chia độ; chia độ; tăng dần dần; sắp xếp theo mức độ; cô đặc dần (bằng cách cho bay hơi); cấp bằng tốt nghiệp đại học; được cấp bằng tốt nghiệp đại học; tốt nghiệp đại học; chuyển dần dần thành; tự bồi dưỡng để đạt tiêu chuẩn; tự bồi dưỡng để đủ tư cách","If the government wants graduates to stay in the country they should offer more incentives.",""
"26296","herd","herd","B1","noun","nội động từ ((thường) + together)","/hə:d/","5","POS_MISMATCH | MANY_SENSES","8","262","bầy","bầy, đàn (vật nuôi); bọn, bè lũ (người); trong từ ghép người chăn (vật nuôi); dồn lại thành bầy, tập hợp lại thành bầy (vật nuôi); dồn (người vào một nơi nào); chắn giữ vật nuôi; sống thành bầy, đi thành bầy (vật nuôi); cấu kết với nhau, đàn đúm với nhau (người)","a herd of cattle",""
"24709","basket","basket","A2","noun","ngoại động từ","/'bɑ:skit/","5","POS_MISMATCH | MANY_SENSES","10","260","cái rổ","cái rổ, cái giỏ, cái thúng; tay cầm của roi song; roi song; roi mây; hình rổ, hình giỏ; bằng song, bằng mây; , (đùa cợt) rất có duyên, rất dễ thương; những phần tử ưu tú; cái chọn lọc nhất, cái ngon nhất, cái ngon lành nhất; bỏ vào rổ, bỏ vào giỏ, bỏ vào thùng","A basket of fake fruit adorned the table.",""
"24092","boat","boat","A1","noun","ngoại động từ","/bout/","5","POS_MISMATCH | MANY_SENSES","10","260","tàu thuyền","tàu thuyền; đĩa hình thuyền (để đựng nước thịt...); cùng hội cùng thuyền, cùng chung cảnh ngộ; cùng hành động, hành động chung; hành động riêng lẻ; tự làm lấy; theo con đường riêng của mình; đi chơi bằng thuyền; đi tàu, đi thuyền; chở bằng tàu, chở bằng thuyền","a stone boat; a gravy boat",""
"25607","bond","bond","B1","noun","ngoại động từ","/bɔnd/","5","POS_MISMATCH | MANY_SENSES","10","260","dây đai","dây đai, đay buộc; ((nghĩa bóng)) mối quan hệ, mối ràng buộc; giao kèo, khế ước, lời cam kết; phiếu nợ, bông; gông cùm, xiềng xích, sự tù tội; sự gửi vào kho; sự liên kết; kiểu xây ghép (gạch, đá, để làm cho tường vững); gửi (hàng) vào kho; xây ghép (gạch, đá)","The prisoner was brought before the tribunal in iron bonds.",""
"24102","bowl","bowl","A1","noun","ngoại động từ","/boul/","5","POS_MISMATCH | MANY_SENSES","14","260","cái bát","cái bát; bát (đầy); nõ (điếu, tẩu thuốc lá); long (thìa, môi); sự ăn uống, sự chè chén; quả bóng gỗ; trò chơi bóng gỗ; (tiếng địa phương) trò chơi kí; chơi ném bóng gỗ; lăn (quả bóng); bon nhanh (xe); đánh đổ, đánh ngã; làm bối rối; làm sửng sốt, làm kinh ngạc","You can’t have any more soup – you’ve had three bowls already.",""
"26534","breed","breed","B2","noun","(bất qui tắc) nội động từ bred","/bri:d/","5","POS_MISMATCH | MANY_SENSES","16","260","nòi","nòi, giống; dòng dõi; gây giống; chăn nuôi; nuôi dưỡng, chăm sóc; dạy dỗ; giáo dục; gây ra, phát sinh ra; sinh sản, sinh đẻ; náy ra, phát sinh ra; lan tràn; chăn nuôi; dựng vợ gả chồng trong họ hàng gần với nhau; lấy vợ lấy chồng người ngoài họ; contempt; bone","a breed of animal",""
"26616","circuit","circuit","B2","noun","ngoại động từ","/'sə:kit/","5","POS_MISMATCH | MANY_SENSES","9","259","chu vi","chu vi, đường vòng quanh; sự đi vòng quanh; cuộc kinh lý, cuộc tuần du, cuộc tuần tra (của các quan toà để xét xử); địa phận đi kinh lý; mạch; vòng đua; hệ thống rạp hát, rạp chiếu bóng (cùng chung một ban quản trị); sự nối tiếp của sự việc...); đi vòng quanh","Having circuited the air.",""
"24563","note","note","A1","noun","ngoại động từ","/nout/","5","POS_MISMATCH | MANY_SENSES","14","259","lời ghi","lời ghi, lời ghi chép; lời ghi chú, lời chú giải; sự lưu ý, sự chú ý; bức thư ngắn; công hàm; phiếu, giấy; dấu, dấu hiệu, vết; tiếng tăm, danh tiếng; nốt; phím (pianô); điệu, vẻ, giọng, mùi; ghi nhớ, chú ý, lưu ý, nhận thấy; ghi, ghi chép; chú giải, chú thích","a poet of note",""
"24952","effect","effect","A2","noun","ngoại động từ","/i'fekt/","5","POS_MISMATCH | MANY_SENSES","14","258","kết quả","kết quả; hiệu lực, hiệu quả, tác dụng; tác động, ảnh hưởng; ấn tượng; mục đích, ý định; của, của cải, vật dụng; hiệu ứng; thực hiện, thi hành; come; làm cho có hiệu lực, thi hành; không hiệu quả, không có kết quả; thực hiện; đem lại; ký một hợp đồng bảo hiểm","The effect of the hurricane was a devastated landscape.",""
"24745","branch","branch","A2","noun","nội động từ","/brɑ:ntʃ/","5","POS_MISMATCH | MANY_SENSES","13","256","cành cây","cành cây; nhánh (sông); ngả (đường)...; chi (của một dòng họ...); chi nhánh (ngân hàng...); ngành (sản xuất; mậu dịch...); root; + out,  forth) đâm cành, đâm nhánh; phân cành, chia ngã; tách ra, phân nhánh; bỏ nhiều vốn ra kinh doanh; mở rộng các chi nhánh","the branch of an antler, a chandelier, or a railway",""
"24243","dream","dream","A1","noun","động từ dreamt,  dreamed","/dri:m/","5","POS_MISMATCH | MANY_SENSES","9","256","giấc mơ","giấc mơ, giấc mộng; sự mơ mộng, sự mơ màng, sự mộng tưởng; điều mơ tưởng, điều mơ ước; điều kỳ ảo như trong giấc mơ; mơ, nằm mơ thấy; mơ màng, mơ mộng, vẩn vơ; ,  phủ định tưởng tượng, mơ tưởng; nghĩ rằng, tưởng rằng, có ý niệm rằng; tưởng tượng ra, bịa ra","a dream of bliss",""
"25725","click","click","B1","noun","nội động từ","/klik/","5","POS_MISMATCH | MANY_SENSES","10","255","tiếng lách cách","tiếng lách cách; con cóc, cái ngàm (bánh xe răng cưa); tật đá chân vào nhau; sự đá chân vào nhau (ngựa); làm thành tiếng lách cách; kêu lách cách; đá chân vào nhau (ngựa); tâm đầu ý hiệp; ăn ý ngay từ phút đầu (hai người); thành công (trong một công việc)","I turned the key, the lock gave a click and the door opened; a click of one’s fingers",""
"24526","monkey","monkey","A1","noun","nội động từ","/'mʌɳki/","5","POS_MISMATCH | MANY_SENSES","10","254","con khỉ","con khỉ; thằng nhãi, thằng ranh, thằng nhóc; cái vồ (để nện cọc); món tiền 500 teclinh; món tiền 500 đô la; get; ,  (từ lóng) nghiện thuốc phiện; bắt chước; làm trò khỉ, làm trò nỡm; ,  (thường) (+ about,  around) mất thì giờ về những trò táy máy lặt vặt","He had been visiting an area zoo when a monkey swung from its tree perch, swiped his glasses and hurled them into a hippo hole.",""
"25764","compound","compound","B1","noun","nội động từ","/'kɔmpaund/","5","POS_MISMATCH | MANY_SENSES","10","253","hợp chất","hợp chất; từ ghép; khoảng đất rào kín (của khu nhà máy, dinh thự...); kép, ghép, phức, phức hợp, đa hợp; gãy xương hở; người ở thuê trả cả tiền thuê nhà lẫn tiền thuế; pha, trộn, hoà lẫn; ghép thành từ ghép; dàn xếp (cuộc cãi lộn...); điều đình, dàn xếp","to compound a medicine",""
"26782","curl","curl","B2","noun","nội động từ","/kə:l/","5","POS_MISMATCH | MANY_SENSES","13","253","món tóc quăn","món tóc quăn; sự uốn quăn; sự quăn; làn (khói...); cuộn; cái bĩu (môi); bệnh xoắn lá (của khoai tây); uốn, uốn quăn, làm xoăn; quăn, xoắn, cuộn; cuộn lại, xoắn lại; cuồn cuộn lên (khói); co tròn lại, thu mình lại; ngã sụp xuống (vì mệt, vì trúng đạn...)","The one-piece back is of a medium curl.",""
"24037","art","art","A1","noun","(từ cổ,nghĩa cổ) ngôi 2 số ít thời hiện tại của be","/ɑ:t/","5","POS_MISMATCH | MANY_SENSES","10","252","tài khéo léo","tài khéo léo, kỹ xảo; nghệ thuật; mỹ thuật; mỹ nghệ; nghề đòi hỏi sự khéo léo; thuật, kế, mưu kế; đời người thì ngắn ngủi, nhưng công trình nghệ thuật thì tồn tại mãi mãi; đồng mưu và có nhúng tay vào tội ác; ma thuật, yêu thuật; quyền thuật, quyền Anh","There is a debate as to whether graffiti is art or vandalism.",""
"25722","claim","claim","B1","noun","ngoại động từ","/kleim/","5","POS_MISMATCH | MANY_SENSES","12","250","sự đòi","sự đòi, sự yêu sách, sự thỉnh cầu; quyền đòi, quyền yêu sách; vật yêu sách; điều yêu sách; , (Uc) quyền khai thác mỏ; luận điệu; lời xác nhận; đòi, yêu sách; thỉnh cầu; đòi hỏi, bắt phải, đáng để; nhận, khai là, cho là, tự cho là; xác nhận, nhận chắc","a claim of ownership",""
"24177","club","club","A1","noun","động từ","/klʌb/","5","POS_MISMATCH | MANY_SENSES","8","250","dùi cui","dùi cui, gậy tày; gậy (đánh gôn); (đánh bài) quân nhép; hội, câu lạc bộ; trụ sở câu lạc bộ, trụ sở hội ((như) club-house); đánh bằng dùi cui, đánh bằng gậy tày; họp lại, chung nhau; làm lộn xộn, làm rối loạn hàng ngũ, gây chuyện ba gai (trong đơn vị)","She was sitting in a jazz club, sipping wine and listening to a bass player's solo.",""
"24925","display","display","A2","noun","ngoại động từ","/dis'plei/","5","POS_MISMATCH | MANY_SENSES","8","249","sự bày ra","sự bày ra, sự phô bày, sự trưng bày; sự phô trương, sự khoe khoang; sự biểu lộ, sự để lộ ra; sự sắp chữ nổi bật; bày ra, phô bày, trưng bày; phô trương, khoe khoang (kiến thức...); biểu lộ ra, để lộ ra, bày tỏ ra (lòng can đảm...); sắp (chữ) nổi bật","The trapeze artist put on an amazing acrobatic display.",""
"25620","brass","brass","B1","noun","động từ","/brɑ:s/","5","POS_MISMATCH | MANY_SENSES","13","247","đồng thau","đồng thau; đồ vật làm bằng đồng thau; bia đồng khắc ở mộ; (âm nhạc) kèn đồng; sự vô liêm sỉ, sự trơ tráo; sự hỗn xược; tiền bạc; cái lót trục, ống lót; bằng đồng thau; care; đi sâu vào bản chất của vấn đề; đi vào vấn đề cụ thể; thanh toán, trả hết","The brass are not going to like this.",""
"26010","elbow","elbow","B1","noun","nội động từ","/elbou/","5","POS_MISMATCH | MANY_SENSES","11","247","khuỷu tay","khuỷu tay; khuỷu tay áo; góc, khuỷu (giống khuỷu tay); ở cạnh nách ai; hay chè chén; sờn khuỷu, thủng khuỷu tay (áo); nghèo xơ nghèo xác (người); sát cánh với ai; bận rộn, tối tăm mặt mũi; thúc (bằng) khuỷu tay, hích; lượn khúc (đường đi, sông...)","the sides of windows, where the jamb makes an elbow with the window back",""
"24396","here","here","A1","adverb","danh từ","/hiə/","5","POS_MISMATCH | MANY_SENSES","8","247","đây","đây, ở đây, ở chỗ này; đây cái anh đang cần đây; đây đúng là điều anh muốn biết đây; xin chúc sức khoẻ anh (thường nói khi chúc rượu); nào, bắt đầu nhé!; ở khắp mọi nơi, khắp nơi khắp chỗ; không đúng vào vấn đề, không quan trọng; nơi đây, chốn này","An Alzheimer patient's here may in his mind be anywhere he called home in the time he presently re-lives.",""
"25566","bang","bang","B1","noun","thán từ","/bæɳ/","5","POS_MISMATCH | MANY_SENSES","15","245","tóc cắt ngang trán","tóc cắt ngang trán; cắt (tóc) ngang trán; tiếng sập mạnh; tiếng nổ lớn; đánh mạnh, đập mạnh; nện đau, đánh, đấm; trôi hơn, vượt hơn; sập mạnh; nổ vang; bắn hết (đạn); thình lình; thẳng ngay vào; đánh rầm một cái; vang lên; păng, păng!, bùm, bùm!","When he struck it with a hammer, there was a loud bang.",""
"26588","cause","cause","B2","noun","ngoại động từ","/kɔ:z/","5","POS_MISMATCH | MANY_SENSES","9","245","nguyên nhân","nguyên nhân, nguyên do, căn nguyên; lẽ, cớ, lý do, động cơ; việc kiện, việc tố tụng; mục tiêu, mục đích; sự nghiệp, đại nghĩa, chính nghĩa; vì; theo phe ai, về bè với ai; gây ra, gây nên, sinh ra, làm ra, tạo ra; bảo, khiến, sai (ai làm việc gì)","They identified a burst pipe as the cause of the flooding.",""
"25702","charm","charm","B1","noun","ngoại động từ","/tʃɑ:m/","5","POS_MISMATCH | MANY_SENSES","12","245","sức mê hoặc","sức mê hoặc; bùa mê, bùa yêu, ngải; phép yêu ma; nhan sắc, sắc đẹp, duyên; sức hấp dẫn, sức quyến rũ; bị mê hoặc; bị bỏ bùa; làm mê hoặc, dụ; bỏ bùa, phù phép; quyến rũ, làm say mê; làm vui thích, làm vui sướng; sống dường như có phép màu phù hộ","It works like a charm.",""
"24474","letter","letter","A1","noun","ngoại động từ","/'letə/","5","POS_MISMATCH | MANY_SENSES","8","245","chữ cái","chữ cái, chữ; thư, thư tín; nghĩa chật hẹp, nghĩa mặt chữ; văn học, văn chương; huy hiệu (tặng cho sinh viên có thành tích thể thao...) ((thường) là tên tắt của trường); chú ý từng li từng tí; viết chữ, khắc chữ lên, in chữ lên; đánh dấu, in dấu","There are twenty-six letters in the English alphabet.",""
"24494","machine","machine","A1","noun","động từ","/mə'ʃi:n/","5","POS_MISMATCH | MANY_SENSES","10","243","máy móc","máy móc, cơ giới; người máy; người làm việc như cái máy; cơ quan đầu nâo, bộ máy chỉ đạo (của một tổ chức, một đảng phái chính trị); xe đạp, xe đạp ba bánh; máy bơm cứu hoả; máy thay cảnh (ở sân khấu); máy móc; bằng máy; làm bằng máy, dùng máy","I called you earlier, but all I got was the machine.",""
"26498","blast","blast","B2","noun","ngoại động từ","/blɑ:st/","5","POS_MISMATCH | MANY_SENSES","11","242","luồng gió","luồng gió; luồng hơi (bễ lò), hơi (bom...); tiếng kèn; sự nổ (mìn); làm tàn, làm khô héo, làm thui chột; làm nổ tung, phá (bằng mìn); phá hoại, làm tan vỡ (hạnh phúc, kế hoạch...); làm mất danh dự; gây hoạ; nguyền rủa; đồ trời đánh thánh vật!","many tons of iron were melted at a blast",""
"26937","droop","droop","B2","noun","nội động từ","/dru:p/","5","POS_MISMATCH | MANY_SENSES","11","241","dáng gục xuống","dáng gục xuống, dáng cuối xuống, dáng rũ xuống; vẻ ủ rũ; sự chán nản; sự hạ giọng; ngả xuống, rủ xuống; rũ xuống, gục xuống (vì mệt nhọc...); nhìn xuống (mắt, đầu...); chìm xuống, lặn xế (mặt trời...); ủ rũ; chán nản; cúi, gục (đầu...) xuống","He walked with a discouraged droop.",""
"26478","bend","bend","B2","noun","động từ","/bentʃ/","5","POS_MISMATCH | MANY_SENSES","13","240","chỗ uốn","chỗ uốn, chỗ cong; chỗ rẽ; khuỷ (tay, chân); chỗ nối (hai đầu dây); chỗ thắt nút; the bends (thông tục) bệnh khí ép, bệnh thợ lặn; cúi xuống; cong xuống; uốn cong, làm cong; rẽ, hướng; hướng về, dồn về; khuất phục, bắt phải theo; nhất quyết","There's a sharp bend in the road ahead.",""
"24580","once","once","A1","adverb","danh từ","/wʌns/","5","POS_MISMATCH | MANY_SENSES","15","240","một lần","một lần; một khi; trước kia, xưa kia; đã có một thời; all; ngay một lúc, cùng một lúc; lập tức; ít nhất là một lần; again; phải một bận, cạch đến già; một lần cho mãi mãi; dứt khoát; thỉnh thoảng, đôi khi; khi mà, ngay khi, một khi; một lần","I have only once eaten pizza.",""
"24110","bridge","bridge","A1","noun","ngoại động từ","/bridʤ/","5","POS_MISMATCH | MANY_SENSES","13","239","brit","brit; cái cầu; sống (mũi); cái ngựa đàn (viôlông,  ghita...); cầu; đài chỉ huy của thuyền trưởng; đường rút lui mở ra cho kẻ địch thua trận; burn; xây cầu qua (sông...); vắt ngang; vượt qua, khắc phục; lấp cái hố ngăn cách; nối lại quan hệ","With enough cable, we can bridge this gorge.",""
"24124","butter","butter","A1","noun","ngoại động từ","/'bʌtə/","5","POS_MISMATCH | MANY_SENSES","12","239","bơ","bơ; lời nịnh hót; sự bợ đỡ, sự nịnh nọt đê tiện; làm ra bộ đoan trang; màu mè; phết bơ vào; xào nấu với bơ; thêm bơ vào; bợ đỡ, nịnh nọt ((cũng) to butter up); word; biết rõ chỗ nào có lợi cho mình; biết rõ đứng về phía nào có lợi cho mình","peanut butter",""
"24579","old","old","A1","adjective","danh từ","/ould/","5","POS_MISMATCH | MANY_SENSES","13","239","già","già; già giặn, có kinh nghiệm, lão luyện; lên... tuổi, thọ; cũ, nát, rách, cổ; thân mến (để gọi); xưa, ngày xưa; đông bán cầu; người bám như đỉa; bất cứ cái gì; nghỉ rất thoải mái; bone; cái thân này, cái thân già này; of old xưa, ngày xưa","A civilised society should always look after the old in the community.",""
"25959","district","district","B1","noun","ngoại động từ","/'distrikt/","5","POS_MISMATCH | MANY_SENSES","7","238","địa hạt","địa hạt, khu vực, quận, huyện, khu; vùng, miền; khu vực bầu cử; giáo khu nhỏ; thuộc địa hạt, thuộc quận, thuộc huyện, thuộc khu; thuộc giáo khu nhỏ; chia thành địa hạt, chia thành khu vực, chia thành quận, chia thành huyện, chia thành khu","the Soho district of London",""
"24855","cost","cost","A2","noun","nội động từ","/kɔst/","5","POS_MISMATCH | MANY_SENSES","15","237","giá","giá; chi phí, phí tổn; sự phí (thì giờ, sức lực); (số nhiều) án phí; giá phải trả; bằng bất cứ giá nào; phải trả bằng giá...; count; sống bám vào ai, sống nhờ vào ai; trị giá; phải trả; đòi hỏi; gây tổn thất; làm mất; đánh giá, ước lượng","It will cost you a lot of money to take a trip around the world.",""
"26178","frost","frost","B1","noun","ngoại động từ","/frɔst/","5","POS_MISMATCH | MANY_SENSES","10","237","sự đông giá","sự đông giá; sương giá; sự lạnh nhạt; sự thất bại; làm chết cóng (vì sương giá) (cây, mùa màng...); phủ sương giá; rắc đường lên; làm (mặt gương) lấm tấm (như có phủ sương giá); làm (tóc) bạc; đóng đinh (vào sắt móng ngựa để chống trượt)","I think the boss's decision frosted him a bit.",""
"26258","guide","guide","B1","noun","ngoại động từ","","5","POS_MISMATCH | MANY_SENSES","8","236","người chỉ dẫn","người chỉ dẫn; người chỉ đường, người hướng dẫn (cho khách du lịch); bài học, điều chỉ dẫn, điều tốt, điều hay (cần noi theo); sách chỉ dẫn, sách chỉ nam; cọc hướng dẫn; biển chỉ đường; dẫn đường, chỉ đường, dắt, dẫn, hướng dẫn; chỉ đạo","The guide led us around the museum and explained the exhibits.",""
"25405","above","above","B1","adjective","danh từ","/ə'bʌv/","5","POS_MISMATCH | MANY_SENSES","16","235","trên đầu","trên đầu, trên đỉnh đầu; ở trên; trên thiên đường; lên trên; ngược dòng (sông); lên gác; trên, hơn; ở trên; quá, vượt, cao hơn; trên, hơn; lên mặt; phởn, bốc; ở trên, kể trên, nói trên; the above cái ở trên; điều kể trên; điều nói trên","He's in a better place now, floating free as the clouds above.",""
"26569","caravan","caravan","B2","noun","nội động từ","/,kærə'væn/","5","POS_MISMATCH | MANY_SENSES","6","235","đoàn bộ hành","đoàn bộ hành, đoàn người đi buôn (tập họp nhau để vượt xa mạc hoặc các vùng nguy hiểm); đoàn người hành hương; xe lớn, xe moóc (dùng làm nơi ở), nhà lưu động; xe tải lớn có mui; đi chơi bằng nhà lưu động; định cư ở khu vực nhà lưu động","The wedding party got in their cars and caravaned from the chapel to the reception hall.",""
"25002","familiar","familiar","A2","adjective","danh từ","/fə'miljə/","5","POS_MISMATCH | MANY_SENSES","9","233","thuộc gia đình","thuộc gia đình; thân thuộc, thân; quen thuộc, quen (với một vấn đề); thông thường; không khách khí; sỗ sàng, suồng sã, lả lơi; là tình nhân của, ăn mằm với; bạn thân, người thân cận, người quen thuộc; người hầu (trong nhà giáo hoàng)","The witch’s familiar was a black cat.",""
"24530","mother","mother","A1","noun","ngoại động từ","/'mʌðə/","5","POS_MISMATCH | MANY_SENSES","9","233","mẹ","mẹ, mẹ đẻ; nguồn gốc, nguyên nhân; mẹ ((nghĩa bóng)); mẹ; mẹ trưởng viện, mẹ bề trên; máy ấp trứng ((cũng) mother artificial mother); tất cả mọi người không trừ một ai; chăm sóc, nuôi nấng; sinh ra, đẻ ra ((nghĩa đen) & (nghĩa bóng))","He had something of his mother in him.",""
